Filename,Title,Keywords
big project 03 39977_FINAL.eps,Star Achievement Trophy Award Icons,"star, trophy, award, success, achievement, winner, person, champion, competition, icon, gradient, colorful, line, outline, minimalist, design, graphic, branding, symbol, business, leadership, goal, recognition, prize, set, collection, asset, template, modern, flat, digital, web, app, ui, pictogram, sign, mark, concept, professional, performance, result, triumph, quality, excellence"
big project 03 39978_FINAL.eps,Minimalist Parrot Bird Icon Set,"parrot, bird, tropical, pet, animal, exotic, icon, gradient, colorful, minimalist, design, graphic, branding, symbol, nature, wildlife, art, set, collection, line, outline, style, creative, logo, element, abstract, shape, flat, digital, web, app, ui, ux, interface, pictogram, sign, mark, visual, concept, theme, asset, template, parrot, colorful"
big project 03 39979_FINAL.eps,Detailed Parrot Bird Icon Collection,"parrot, bird, tropical, pet, animal, exotic, icon, gradient, colorful, minimalist, design, graphic, branding, symbol, nature, wildlife, art, set, collection, line, outline, style, creative, logo, element, abstract, shape, flat, digital, web, app, ui, ux, interface, pictogram, sign, mark, visual, concept, theme, asset, template, perched, avian"
big project 03 39980_FINAL.eps,Task Management User Icon Set,"user, checklist, management, task, icon, interface, business, application, software, productivity, design, symbol, graphic, modern, flat, digital, element, work, planning, organization, check, list, person, account, profile, ui, ux, web, layout, template, corporate, workflow, completion, success, achievement, development, communication, team, office, professional, minimalist, clean, set, collection, style"
big project 03 39981_FINAL.eps,User Checklist Profile Icons,"profile, checklist, user, icon, document, task, management, crm, onboarding, business, interface, design, graphic, symbol, digital, modern, flat, software, web, layout, element, work, planning, organization, check, list, account, ui, ux, template, corporate, workflow, completion, success, achievement, development, communication, team, office, professional, minimalist, clean, set, collection, style"
big project 03 39982_FINAL.eps,Modern Owl Bird Logo Icons,"owl, bird, wisdom, education, intelligence, logo, icon, branding, academic, knowledge, learning, design, graphic, symbol, modern, flat, digital, minimalist, animal, nature, academic, school, university, study, research, smart, clever, identity, style, element, web, template, ui, ux, corporate, creative, art, sign, emblem, mascot, set, collection, clean, simple, sharp"
big project 03 39983_FINAL.eps,Stylized Owl Silhouette Icons,"owl, silhouette, bird, wisdom, education, intelligence, logo, icon, branding, academic, knowledge, learning, design, graphic, symbol, modern, flat, digital, minimalist, animal, nature, academic, school, university, study, research, smart, clever, identity, style, element, web, template, ui, ux, corporate, creative, art, sign, emblem, mascot, set, collection, clean, simple, sharp"
big project 03 39984_FINAL.eps,Team Leadership Network Icons,"leadership, network, team, management, hierarchy, corporate, organization, business, structure, icon, design, graphic, symbol, modern, flat, digital, ui, ux, web, layout, element, work, planning, people, group, leader, manager, connection, communication, collaboration, staff, employee, hr, admin, office, professional, minimalist, clean, set, collection, style, template, strategy, growth"
big project 03 39985_FINAL.eps,Business Team Hierarchy Icons,"hierarchy, business, team, management, network, corporate, organization, leadership, structure, icon, design, graphic, symbol, modern, flat, digital, ui, ux, web, layout, element, work, planning, people, group, leader, manager, connection, communication, collaboration, staff, employee, hr, admin, office, professional, minimalist, clean, set, collection, style, template, strategy, growth"
big project 03 39986_FINAL.eps,Flying Falcon Bird Logo Icons,"falcon, bird, flying, speed, strength, logo, icon, branding, sports, security, performance, design, graphic, symbol, modern, flat, digital, minimalist, animal, nature, identity, style, element, web, template, ui, ux, corporate, creative, art, sign, emblem, mascot, set, collection, clean, simple, sharp, predator, hawk, eagle, power, swift, motion"
big project 03 39987_FINAL.eps,Mountain Peak Landscape Icons,"mountain, peak, nature, adventure, achievement, landscape, logo, icon, branding, travel, outdoor, design, graphic, symbol, modern, flat, digital, minimalist, identity, style, element, web, template, ui, ux, corporate, creative, art, sign, emblem, mascot, set, collection, clean, simple, sharp, climb, summit, hiking, range, rock, scenic, view"
big project 03 39988_FINAL.eps,Perched Falcon Bird Icons,"falcon, bird, perched, logo, icon, branding, sports, security, performance, design, graphic, symbol, modern, flat, digital, minimalist, animal, nature, identity, style, element, web, template, ui, ux, corporate, creative, art, sign, emblem, mascot, set, collection, clean, simple, sharp, predator, hawk, eagle, power, swift, motion, watchful"
big project 03 39989_FINAL.eps,Team Success Star Icons,"team, success, star, excellence, performance, group, organization, business, icon, design, graphic, symbol, modern, flat, digital, ui, ux, web, layout, element, work, planning, people, leader, manager, connection, communication, collaboration, staff, employee, hr, admin, office, professional, minimalist, clean, set, collection, style, template, strategy, growth, achievement"
big project 03 39990_FINAL.eps,Team Success Star Icons Set,"team, collaboration, meeting, group, star, success, leadership, management, business, icon, set, colorful, outline, flat, design, graphic, symbol, corporate, unity, partnership, achievement, people, circle, professional, strategy, office, teamwork, concept, brand, identity, pictogram, minimal, modern, ui, ux, web, app, digital, creative, presentation, marketing, growth, goal, vision, mission"
big project 03 39991_FINAL.eps,Eagle Mascot Logo Icon Set,"eagle, hawk, bird, mascot, logo, icon, set, sports, branding, predator, animal, nature, wildlife, gradient, outline, design, graphic, symbol, emblem, strength, power, majestic, flight, wing, talon, aggressive, competitive, team, identity, minimal, modern, flat, art, illustration, pictogram, mascot, brand, business, corporate, sports, athletics, competition, fierce, sharp, avian"
big project 03 39992_FINAL.eps,Falcon Bird Mascot Logo Icons,"falcon, bird, hawk, predator, mascot, logo, icon, set, gradient, outline, design, graphic, symbol, emblem, sports, team, athletics, strength, speed, power, sharp, fierce, avian, wildlife, nature, minimal, modern, flat, art, illustration, pictogram, branding, identity, business, competition, aggression, predatory, wings, beak, talons, flight, soar, hunter, fast, swift"
big project 03 39993_FINAL.eps,Eagle Profile Mascot Logo Set,"eagle, profile, mascot, logo, icon, bird, predator, gradient, outline, set, design, graphic, symbol, emblem, strength, authority, power, majestic, leadership, business, branding, sports, team, athletics, wildlife, nature, avian, fierce, sharp, minimal, modern, flat, art, illustration, pictogram, identity, competition, aggressive, talons, wings, beak, soaring, predatory, hunter, courage"
big project 03 39994_FINAL.eps,Eagle Wing Spread Logo Icons,"eagle, wings, spread, mascot, logo, icon, bird, predator, gradient, outline, set, design, graphic, symbol, emblem, freedom, power, strength, performance, business, branding, sports, team, athletics, wildlife, nature, avian, fierce, sharp, minimal, modern, flat, art, illustration, pictogram, identity, competition, aggressive, soaring, predatory, hunter, fast, swift, majestic, courage"
big project 03 39995_FINAL.eps,Justice Scale Team Icons,"justice, scale, law, legal, team, collaboration, fairness, balance, judgment, people, icon, set, gradient, outline, design, graphic, symbol, business, corporate, professional, ethics, court, attorney, lawyer, consulting, agreement, decision, equality, neutral, minimal, modern, flat, art, illustration, pictogram, branding, identity, concept, management, strategy, trust, integrity, impartial, advocacy, resolution"
big project 03 39996_FINAL.eps,Legal Balance Scale Icons Set,"legal, balance, scale, justice, checkmark, law, ethics, trust, integrity, fairness, icon, set, gradient, outline, design, graphic, symbol, business, corporate, professional, court, attorney, lawyer, consulting, agreement, decision, equality, neutral, minimal, modern, flat, art, illustration, pictogram, branding, identity, concept, management, strategy, compliance, regulation, standard, quality, approval, validated"
big project 03 39997_FINAL.eps,Penguin Mascot Logo Icon Set,"penguin, bird, animal, mascot, logo, icon, set, cute, gradient, outline, design, graphic, symbol, emblem, wildlife, nature, antarctic, flightless, minimal, modern, flat, art, illustration, pictogram, branding, identity, business, corporate, fun, playful, friendly, character, winter, cold, ice, polar, creature, avian, aquatic, design, creative, simple, clean, minimalist"
big project 03 39998_FINAL.eps,Nature Waterfall Landscape Icons,"waterfall, nature, landscape, water, leaves, stones, eco, travel, environment, icon, set, gradient, outline, design, graphic, symbol, outdoor, park, forest, scenic, minimal, modern, flat, art, illustration, pictogram, branding, identity, tourism, adventure, conservation, earth, refreshing, flow, cascade, river, spring, botanical, green, natural, serene, peaceful, outdoors, scenery"
big project 03 39999_FINAL.eps,Minimalist Penguin Icon Collection,"penguin, minimalist, icon, set, bird, animal, mascot, logo, gradient, outline, design, graphic, symbol, emblem, wildlife, nature, antarctic, flightless, modern, flat, art, illustration, pictogram, branding, identity, business, corporate, fun, playful, friendly, character, winter, cold, ice, polar, creature, avian, aquatic, simple, clean, digital, web, ui, ux, mobile"
big project 03 40500_FINAL.eps,Stationery Set Icons in Gradient and Outline Styles,"stationery, notebook, pencil, ruler, paperclip, office, supplies, school, education, icon, set, gradient, outline, minimalist, design, graphic, collection, writing, study, business, flat, symbol, element, drawing, planning, organizer, work, creative, style, digital, isolated, set, simple, modern, line, art, colorful, academic, stationary, tools, kit, equipment, paper, notion, professional"
big project 03 40001_FINAL.eps,Community and Love Connection Icons,"community, love, heart, people, connection, social, group, unity, care, together, icon, set, gradient, outline, minimalist, design, graphic, human, network, support, kindness, symbol, relationship, team, charity, partnership, collaboration, friendship, flat, isolated, modern, simple, element, art, colorful, digital, person, care, society, interaction, concept, figure, bonding, togetherness, collection"
big project 03 40002_FINAL.eps,Walrus Mascot Icons in Multiple Styles,"walrus, animal, wildlife, arctic, nature, mammal, mascot, icon, set, gradient, outline, minimalist, design, graphic, sea, creature, tusk, water, isolated, flat, symbol, art, colorful, digital, simple, modern, line, collection, wild, species, zoo, biology, ocean, marine, character, logo, branding, shape, silhouette, arctic, cold, north, fauna, creature, beast"
big project 03 40003_FINAL.eps,Stylized Walrus Side Profile Icons,"walrus, animal, profile, side, wildlife, arctic, nature, mammal, mascot, icon, set, gradient, outline, minimalist, design, graphic, tusk, isolated, flat, symbol, art, colorful, digital, simple, modern, line, collection, wild, species, zoo, biology, ocean, marine, character, logo, branding, shape, silhouette, arctic, cold, north, fauna, creature, beast"
big project 03 40004_FINAL.eps,Corporate Partnership Icons with Building and Hearts,"business, partnership, building, handshake, heart, corporate, success, office, growth, collaboration, icon, set, gradient, outline, minimalist, design, graphic, deal, agreement, trust, symbol, isolated, flat, modern, simple, element, art, colorful, digital, teamwork, company, management, finance, commercial, professional, merger, relationship, concept, agreement, work, industry, enterprise, trade, connection"
big project 03 40005_FINAL.eps,Modern Corporate Building Partnership Icons,"business, partnership, building, handshake, heart, corporate, success, office, growth, collaboration, icon, set, gradient, outline, minimalist, design, graphic, deal, agreement, trust, symbol, isolated, flat, modern, simple, element, art, colorful, digital, teamwork, company, management, finance, commercial, professional, merger, relationship, concept, agreement, work, industry, enterprise, trade"
big project 03 40006_FINAL.eps,Shark Silhouette Icons in Various Styles,"shark, fish, marine, ocean, sea, predator, wildlife, animal, icon, set, gradient, outline, minimalist, design, graphic, isolated, flat, symbol, art, colorful, digital, simple, modern, line, collection, swimming, nature, biology, underwater, creature, danger, fin, silhouette, shape, logo, branding, water, species, aquatic, blue, predatory, hunter, life"
big project 03 40007_FINAL.eps,Team Success and Growth Icons,"team, success, growth, arrow, star, leadership, achievement, people, group, business, icon, set, gradient, outline, minimalist, design, graphic, progress, goal, winning, symbol, isolated, flat, modern, simple, element, art, colorful, digital, management, career, performance, corporate, work, development, strategy, ambition, excellence, result, victory, improvement, collective, vision, climbing"
big project 03 40008_FINAL.eps,Canyon Landscape Icons in Gradient and Line Art,"canyon, landscape, river, nature, gorge, travel, scenic, outdoor, geology, icon, set, gradient, outline, minimalist, design, graphic, isolated, flat, symbol, art, colorful, digital, simple, modern, line, collection, view, adventure, valley, mountains, environment, terrain, rock, formation, tourism, wilderness, scenery, path, flowing, water, earth, park, exploration"
big project 03 40009_FINAL.eps,Professional Team Growth and Star Icons,"team, growth, star, arrow, career, development, success, leadership, people, group, business, icon, set, gradient, outline, minimalist, design, graphic, progress, goal, winning, symbol, isolated, flat, modern, simple, element, art, colorful, digital, management, performance, corporate, work, strategy, ambition, excellence, result, victory, improvement, collective, vision, climbing"
big project 03 40010_FINAL.eps,Colorful Seal Silhouette Collection Icon Set,"seal, marine, animal, ocean, wildlife, icon, set, gradient, colorful, linear, outline, design, graphic, symbol, nature, aquatic, mammal, zoo, logo, branding, web, app, interface, set, collection, modern, minimalist, simple, flat, art, creative, style, element, sign, shape, silhouette, blue, orange, green, purple, monochrome, isolated, white, background, digital"
big project 03 40011_FINAL.eps,Stylized Seal Animal Icon Set,"seal, animal, marine, ocean, nature, wildlife, aquatic, mammal, icon, set, gradient, color, outline, line, art, graphic, design, symbol, logo, branding, web, interface, modern, simple, flat, minimal, collection, shape, silhouette, sign, blue, green, orange, purple, monochrome, isolated, white, background, creative, digital, element, education, biology, zoology, sea"
big project 03 40012_FINAL.eps,User Privacy Protection Shield Icon Set,"shield, security, protection, user, privacy, heart, love, safety, icon, set, gradient, color, outline, line, art, graphic, design, symbol, logo, branding, web, interface, modern, simple, flat, minimal, collection, shape, silhouette, sign, blue, green, orange, purple, monochrome, isolated, white, background, creative, digital, element, data, cyber, internet, secure"
big project 03 40013_FINAL.eps,Heart Shield User Security Icon Set,"security, shield, heart, user, profile, privacy, protection, safety, icon, set, gradient, color, outline, line, art, graphic, design, symbol, logo, branding, web, interface, modern, simple, flat, minimal, collection, shape, silhouette, sign, blue, green, orange, purple, monochrome, isolated, white, background, creative, digital, element, trust, care, cyber"
big project 03 40014_FINAL.eps,Colorful Lobster Crustacean Icon Set,"lobster, seafood, crustacean, sea, ocean, food, restaurant, marine, animal, icon, set, gradient, color, outline, line, art, graphic, design, symbol, logo, branding, web, interface, modern, simple, flat, minimal, collection, shape, silhouette, sign, blue, green, orange, purple, monochrome, isolated, white, background, creative, digital, element, menu, cooking"
big project 03 40015_FINAL.eps,Seafood Lobster Graphic Icon Set,"lobster, seafood, crustacean, sea, ocean, food, restaurant, marine, animal, icon, set, gradient, color, outline, line, art, graphic, design, symbol, logo, branding, web, interface, modern, simple, flat, minimal, collection, shape, silhouette, sign, blue, green, orange, purple, monochrome, isolated, white, background, creative, digital, element, menu, culinary"
big project 03 40016_FINAL.eps,Colorful Crab Animal Icon Set,"crab, seafood, crustacean, sea, ocean, marine, animal, icon, set, gradient, color, outline, line, art, graphic, design, symbol, logo, branding, web, interface, modern, simple, flat, minimal, collection, shape, silhouette, sign, blue, green, orange, purple, monochrome, isolated, white, background, creative, digital, element, coastal, beach, shellfish"
big project 03 40017_FINAL.eps,Business Growth Team Profit Icon Set,"growth, team, profit, business, finance, money, success, coins, arrow, icon, set, gradient, color, outline, line, art, graphic, design, symbol, logo, branding, web, interface, modern, simple, flat, minimal, collection, shape, silhouette, sign, blue, green, orange, purple, monochrome, isolated, white, background, creative, digital, element, corporate, marketing"
big project 03 40018_FINAL.eps,Financial Growth Team Icon Set,"growth, team, profit, business, finance, money, success, coins, arrow, icon, set, gradient, color, outline, line, art, graphic, design, symbol, logo, branding, web, interface, modern, simple, flat, minimal, collection, shape, silhouette, sign, blue, green, orange, purple, monochrome, isolated, white, background, creative, digital, element, corporate, investment"
big project 03 40019_FINAL.eps,Canyon Landscape Scenic Icon Set,"canyon, landscape, river, nature, outdoor, adventure, travel, scenic, geology, icon, set, gradient, color, outline, line, art, graphic, design, symbol, logo, branding, web, interface, modern, simple, flat, minimal, collection, shape, silhouette, sign, blue, green, orange, purple, monochrome, isolated, white, background, creative, digital, element, mountain, valley, tourism"
big project 03 40020_FINAL.eps,Colorful Crab Icons Set,"crab, marine, sea, ocean, crustacean, animal, wildlife, icon, set, graphic, design, colorful, gradient, lineart, outline, minimalist, symbol, nature, biology, aquatic, underwater, creature, logo, element, art, illustration, flat, simple, modern, creative, style, digital, isolated, white, background, collection, set, series, sign, shape, form, iconography, layout, template, motif"
big project 03 40021_FINAL.eps,User Targeting Strategy Icons,"target, user, audience, marketing, strategy, focus, customer, business, icon, set, checklist, management, crm, lead, generation, growth, planning, analytics, data, profile, human, people, corporate, professional, graphic, design, symbol, sign, element, concept, isolated, white, colorful, gradient, lineart, outline, minimalist, modern, flat, digital, business, solution, aim, goal, objective"
big project 03 40022_FINAL.eps,Stylized Squid Icons Set,"squid, marine, sea, ocean, tentacles, creature, animal, wildlife, icon, set, graphic, design, colorful, gradient, lineart, outline, minimalist, symbol, nature, biology, aquatic, underwater, deep, logo, element, art, illustration, flat, simple, modern, creative, style, digital, isolated, white, background, collection, series, sign, shape, form, iconography, layout, template, motif"
big project 03 40023_FINAL.eps,Modern Squid Graphic Elements,"squid, marine, sea, ocean, tentacles, creature, animal, wildlife, icon, set, graphic, design, colorful, gradient, lineart, outline, minimalist, symbol, nature, biology, aquatic, underwater, deep, logo, element, art, illustration, flat, simple, modern, creative, style, digital, isolated, white, background, collection, series, sign, shape, form, iconography, layout, template, motif"
big project 03 40024_FINAL.eps,Customer Targeting Icons Set,"target, user, audience, marketing, strategy, focus, customer, business, icon, set, checklist, management, crm, lead, generation, growth, planning, analytics, data, profile, human, people, corporate, professional, graphic, design, symbol, sign, element, concept, isolated, white, colorful, gradient, lineart, outline, minimalist, modern, flat, digital, business, solution, aim, goal, objective"
big project 03 40025_FINAL.eps,Octopus Icon Collection,"octopus, marine, sea, ocean, tentacles, creature, animal, wildlife, icon, set, graphic, design, colorful, gradient, lineart, outline, minimalist, symbol, nature, biology, aquatic, underwater, deep, logo, element, art, illustration, flat, simple, modern, creative, style, digital, isolated, white, background, collection, series, sign, shape, form, iconography, layout, template, motif"
big project 03 40026_FINAL.eps,Minimalist Octopus Icon Set,"octopus, marine, sea, ocean, tentacles, creature, animal, wildlife, icon, set, graphic, design, colorful, gradient, lineart, outline, minimalist, symbol, nature, biology, aquatic, underwater, deep, logo, element, art, illustration, flat, simple, modern, creative, style, digital, isolated, white, background, collection, series, sign, shape, form, iconography, layout, template, motif"
big project 03 40027_FINAL.eps,Marketing Growth Megaphone Icons,"megaphone, marketing, growth, arrow, audience, business, promotion, advertising, campaign, communication, announcement, publicity, strategy, expansion, success, icon, set, graphic, design, colorful, gradient, lineart, outline, minimalist, symbol, modern, flat, digital, isolated, white, background, collection, series, sign, shape, form, iconography, layout, template, motif, element, concept, corporate"
big project 03 40028_FINAL.eps,Brand Promotion Growth Icons,"megaphone, marketing, growth, arrow, audience, business, promotion, advertising, campaign, communication, announcement, publicity, strategy, expansion, success, icon, set, graphic, design, colorful, gradient, lineart, outline, minimalist, symbol, modern, flat, digital, isolated, white, background, collection, series, sign, shape, form, iconography, layout, template, motif, element, concept, corporate"
big project 03 40029_FINAL.eps,Shark Icon Set,"shark, marine, sea, ocean, predator, fish, animal, wildlife, icon, set, graphic, design, colorful, gradient, lineart, outline, minimalist, symbol, nature, biology, aquatic, underwater, logo, element, art, illustration, flat, simple, modern, creative, style, digital, isolated, white, background, collection, series, sign, shape, form, iconography, layout, template, motif, danger, sharp"
big project 03 40030_FINAL.eps,Minimalist Forest Landscape Icon Set,"forest, trees, landscape, nature, pine, clouds, icon, set, gradient, minimalist, design, graphic, modern, simple, symbol, outdoor, woodland, evergreen, environment, art, style, element, collection, flat, silhouette, shape, web, app, ui, creative, concept, visual, digital, isolated, white, background, colorful, monochrome, outline, linear, scenic, park, timber, wilderness, botanical"
big project 03 40031_FINAL.eps,Shark Silhouette Icon Collection,"shark, ocean, marine, sea, predator, fish, wildlife, animal, icon, set, gradient, silhouette, design, graphic, modern, nature, aquatic, swimming, danger, blue, water, creature, collection, minimalist, isolated, white, background, colorful, monochrome, outline, linear, symbol, logo, art, style, element, web, app, ui, creative, concept, visual, digital, biology, underwater"
big project 03 40032_FINAL.eps,User Research Document Icon Set,"user, research, document, magnifying, glass, data, analysis, profile, search, business, icon, set, gradient, design, graphic, modern, ux, ui, web, app, concept, symbol, isolated, white, background, colorful, monochrome, outline, linear, collection, minimalist, professional, strategy, planning, information, audit, check, review, investigation, insight, customer, people, corporate, management, reporting"
big project 03 40033_FINAL.eps,Checklist Research Icon Set,"checklist, research, document, magnifying, glass, user, verification, validation, data, analysis, icon, set, gradient, design, graphic, modern, ux, ui, web, app, concept, symbol, isolated, white, background, colorful, monochrome, outline, linear, collection, minimalist, professional, strategy, planning, information, audit, check, review, investigation, insight, customer, people, corporate, management"
big project 03 40034_FINAL.eps,Dolphin Silhouette Icon Set,"dolphin, ocean, marine, sea, mammal, animal, wildlife, icon, set, gradient, silhouette, design, graphic, modern, nature, aquatic, swimming, blue, water, creature, collection, minimalist, isolated, white, background, colorful, monochrome, outline, linear, symbol, logo, art, style, element, web, app, ui, creative, concept, visual, digital, biology, underwater, playful"
big project 03 40035_FINAL.eps,Alpaca Animal Icon Collection,"alpaca, llama, animal, farm, wildlife, nature, icon, set, gradient, silhouette, design, graphic, modern, mammal, cute, collection, minimalist, isolated, white, background, colorful, monochrome, outline, linear, symbol, logo, art, style, element, web, app, ui, creative, concept, visual, digital, agriculture, livestock, wool, domestic, pasture, herbivore, pet, creature"
big project 03 40036_FINAL.eps,Business Growth Map Icon Set,"business, growth, map, briefcase, path, arrow, career, strategic, planning, success, icon, set, gradient, design, graphic, modern, finance, corporate, development, collection, minimalist, isolated, white, background, colorful, monochrome, outline, linear, symbol, logo, art, style, element, web, app, ui, creative, concept, visual, digital, management, goal, forward, progress, strategy"
big project 03 40037_FINAL.eps,Alpaca Standing Icon Set,"alpaca, llama, animal, farm, wildlife, nature, icon, set, gradient, silhouette, design, graphic, modern, mammal, cute, collection, minimalist, isolated, white, background, colorful, monochrome, outline, linear, symbol, logo, art, style, element, web, app, ui, creative, concept, visual, digital, agriculture, livestock, wool, domestic, pasture, herbivore, pet, creature"
big project 03 40038_FINAL.eps,Business Strategic Path Icon Set,"business, path, map, briefcase, arrow, strategy, navigation, growth, success, career, icon, set, gradient, design, graphic, modern, finance, corporate, development, collection, minimalist, isolated, white, background, colorful, monochrome, outline, linear, symbol, logo, art, style, element, web, app, ui, creative, concept, visual, digital, management, goal, forward, progress, planning"
big project 03 40039_FINAL.eps,Reindeer Silhouette Icon Collection,"reindeer, deer, animal, wildlife, nature, holiday, winter, christmas, icon, set, gradient, silhouette, design, graphic, modern, mammal, collection, minimalist, isolated, white, background, colorful, monochrome, outline, linear, symbol, logo, art, style, element, web, app, ui, creative, concept, visual, digital, forest, creature, antlers, seasonal, north, wilderness"
big project 03 40040_FINAL.eps,Colorful Mountain Landscape Icons Set,"mountain, landscape, forest, nature, icon, set, gradient, colorful, outline, symbol, travel, adventure, peak, outdoor, design, graphic, modern, minimalist, collection, element, tourism, wilderness, scenic, illustration, art, badge, logo, shape, silhouette, simple, flat, style, creative, concept, sign, view, top, climbing, hiking, environment, digital, isolated, pack, ui"
big project 03 40041_FINAL.eps,Stylized Reindeer Animal Icons Set,"reindeer, deer, animal, wildlife, icon, set, gradient, colorful, outline, symbol, holiday, winter, christmas, nature, design, graphic, modern, minimalist, collection, element, mammal, creature, forest, art, badge, logo, shape, silhouette, simple, flat, style, creative, concept, sign, horned, antler, stags, environment, digital, isolated, pack, ui, fauna, north"
big project 03 40042_FINAL.eps,Professional Growth and Gear Icons Set,"growth, business, career, development, gear, arrow, upward, icon, set, gradient, colorful, outline, symbol, progress, success, design, graphic, modern, minimalist, collection, element, corporate, professional, art, badge, logo, shape, silhouette, simple, flat, style, creative, concept, sign, productivity, management, strategy, performance, digital, isolated, pack, ui, improvement, advance"
big project 03 40043_FINAL.eps,Personal Development and Success Icons Set,"person, growth, career, success, gear, arrow, upward, icon, set, gradient, colorful, outline, symbol, progress, development, design, graphic, modern, minimalist, collection, element, corporate, professional, art, badge, logo, shape, silhouette, simple, flat, style, creative, concept, sign, productivity, management, strategy, performance, digital, isolated, pack, ui, improvement"
big project 03 40044_FINAL.eps,Bison and Buffalo Animal Icons Set,"bison, buffalo, animal, wildlife, icon, set, gradient, colorful, outline, symbol, nature, mammal, design, graphic, modern, minimalist, collection, element, strength, art, badge, logo, shape, silhouette, simple, flat, style, creative, concept, sign, horned, bovine, wild, environment, digital, isolated, pack, ui, fauna, native, beast, large, power"
big project 03 40045_FINAL.eps,Bison Wildlife Branding Icons Set,"bison, buffalo, animal, wildlife, icon, set, gradient, colorful, outline, symbol, nature, mammal, design, graphic, modern, minimalist, collection, element, strength, art, badge, logo, shape, silhouette, simple, flat, style, creative, concept, sign, horned, bovine, wild, environment, digital, isolated, pack, ui, fauna, native, beast, large, power"
big project 03 40046_FINAL.eps,Community Love and Growth Icons Set,"community, people, group, love, heart, growth, arrow, icon, set, gradient, colorful, outline, symbol, unity, team, design, graphic, modern, minimalist, collection, element, social, art, badge, logo, shape, silhouette, simple, flat, style, creative, concept, sign, collaboration, support, success, digital, isolated, pack, ui, human, network, care"
big project 03 40047_FINAL.eps,Unity and Heart Growth Icons Set,"unity, group, team, love, heart, growth, arrow, icon, set, gradient, colorful, outline, symbol, community, people, design, graphic, modern, minimalist, collection, element, social, art, badge, logo, shape, silhouette, simple, flat, style, creative, concept, sign, collaboration, support, success, digital, isolated, pack, ui, human, network, care"
big project 03 40048_FINAL.eps,Llama Animal Icon Collection Set,"llama, alpaca, animal, wildlife, icon, set, gradient, colorful, outline, symbol, nature, mammal, design, graphic, modern, minimalist, collection, element, peru, art, badge, logo, shape, silhouette, simple, flat, style, creative, concept, sign, farm, domestic, wild, environment, digital, isolated, pack, ui, fauna, native, creature, camelid, cute"
big project 03 40049_FINAL.eps,Stylized Llama Branding Icons Set,"llama, alpaca, animal, wildlife, icon, set, gradient, colorful, outline, symbol, nature, mammal, design, graphic, modern, minimalist, collection, element, peru, art, badge, logo, shape, silhouette, simple, flat, style, creative, concept, sign, farm, domestic, wild, environment, digital, isolated, pack, ui, fauna, native, creature, camelid, cute"
big project 03 40050_FINAL.eps,Group Calendar Meeting Icons Set,"calendar, team, meeting, group, schedule, business, planning, management, corporate, event, people, date, appointment, deadline, work, office, collaboration, icon, symbol, graphic, design, sign, interface, web, application, software, digital, technology, modern, minimal, flat, colorful, gradient, set, collection, isolated, white, background, professional, communication, task, organization, time, workflow, productivity"
big project 03 40051_FINAL.eps,Sunset Sea Waves Minimalist Icons,"sunset, sea, waves, ocean, sun, nature, travel, vacation, weather, landscape, water, beach, summer, environment, icon, symbol, graphic, design, sign, interface, web, application, software, digital, technology, modern, minimal, flat, colorful, gradient, set, collection, isolated, white, background, professional, scenic, view, horizon, day, light, bright, climate, outdoors, tourism"
big project 03 40052_FINAL.eps,Team Calendar Planning Icons,"team, calendar, planning, schedule, meeting, business, group, management, work, office, collaboration, date, event, appointment, deadline, people, icon, symbol, graphic, design, sign, interface, web, application, software, digital, technology, modern, minimal, flat, colorful, gradient, set, collection, isolated, white, background, professional, task, organization, time, workflow, productivity, system"
big project 03 40053_FINAL.eps,Alpaca Animal Character Icons,"alpaca, animal, llama, farm, wildlife, creature, mammal, cute, nature, zoology, icon, symbol, graphic, design, sign, interface, web, application, software, digital, technology, modern, minimal, flat, colorful, gradient, set, collection, isolated, white, background, professional, branding, logo, pet, species, fauna, character, illustration, art, drawing, style, simple"
big project 03 40054_FINAL.eps,Stylized Alpaca Portrait Icons,"alpaca, llama, animal, portrait, head, farm, wildlife, mammal, creature, nature, zoology, icon, symbol, graphic, design, sign, interface, web, application, software, digital, technology, modern, minimal, flat, colorful, gradient, set, collection, isolated, white, background, professional, branding, logo, pet, species, fauna, character, illustration, art, drawing, style"
big project 03 40055_FINAL.eps,User Task Checklist Star Icons,"user, task, checklist, star, rating, feedback, completion, management, business, performance, review, check, list, icon, symbol, graphic, design, sign, interface, web, application, software, digital, technology, modern, minimal, flat, colorful, gradient, set, collection, isolated, white, background, professional, workflow, productivity, organization, tracking, success, goal, achievement, account"
big project 03 40056_FINAL.eps,User Profile Checklist Icons,"user, profile, checklist, task, account, onboarding, settings, management, admin, business, check, list, form, icon, symbol, graphic, design, sign, interface, web, application, software, digital, technology, modern, minimal, flat, colorful, gradient, set, collection, isolated, white, background, professional, workflow, productivity, organization, tracking, status, client, person"
big project 03 40057_FINAL.eps,Tapir Animal Graphic Icons,"tapir, animal, wildlife, mammal, nature, zoology, creature, jungle, rainforest, icon, symbol, graphic, design, sign, interface, web, application, software, digital, technology, modern, minimal, flat, colorful, gradient, set, collection, isolated, white, background, professional, species, fauna, education, conservation, biology, illustration, art, drawing, style, wild"
